chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.510466139,0.116682597,0.568122639,0.704322347,0.657298885,0.479362487,0.500995752,0.231180229,0.586666825,0.198301306,0.490851167,0.517553646,0.368333681,0.437923258,0.406827906,0.392514057,0.835968988,0.474054882,0.406038788,0.490865009,0.726804217,0.504311804,0.404133186,0.399737025,0.439799676,0.253883636,1
0.885464033,0.071596736,0.649189814,0.89402225,0.857405803,0.36973922,0.240682222,0.025627863,0.670043429,0.18935028,0.641990193,0.558250101,0.540055705,0.352674876,0.489563591,0.433271393,0.732326583,0.540680336,0.570319988,0.633442308,0.766771699,0.520385804,0.506033697,0.613725256,0.500895066,0.336599469,1
0.701859906,0.021958643,0.417920371,0.715845694,0.582577685,0.293949359,0.241409728,0.415093632,0.733486366,0.438326286,0.879002996,0.770514282,0.487883561,0.361527487,0.654356586,0.414932522,0.626044519,0.538741198,0.674250277,0.765693876,0.915333994,0.383840619,0.362505641,0.595918604,0.44182259,0.334486776,1
0.379066343,0.1575802,0.376448974,0.592018525,0.490668309,0.251268213,0.602471168,0.422082604,0.548027523,0.225980364,0.334591672,0.452634893,0.210978524,0.335419973,0.422359093,0.442342079,0.430704391,0.223030615,0.182316753,0.481314752,0.293827076,0.065642152,0.237127081,0.192553833,0.339419681,0.407393674,1
0.460130581,0.352137062,0.337574051,0.609358446,0.477817778,0.234854467,0.728085318,0.532431637,0.584852385,0.221600525,0.559001261,0.587163881,0.377412969,0.298820477,0.373251444,0.356821676,0.464303911,0.558481983,0.588085954,0.641666979,0.669150619,0.311282196,0.28719176,0.542240822,0.336380953,0.168555523,1
0.608226881,0.083566237,0.397640865,0.734826307,0.564103779,0.245979039,0.598646001,0.389243454,0.69374816,0.411161938,0.989642716,0.816113947,0.707922139,0.585233657,0.790607073,0.53729849,0.595857155,0.596906461,0.751534853,0.654025222,0.653618562,0.530299077,0.511755305,0.505996803,0.342282279,0.278104119,1
0.497828629,0.123071912,0.432600111,0.646413172,0.540737332,0.350037318,0.556878406,0.415934225,0.479247094,0.087140908,0.527560568,0.511562189,0.506835626,0.440322292,0.254347469,0.22721543,0.467210154,0.239497737,0.503268836,0.453156857,0.615837385,0.390240899,0.275760812,0.329198875,0.224460024,0.166254505,1
0.783801244,0.060199885,0.136283892,0.22927579,0.201859571,0.118081621,0.281915402,0.428144788,0.631888105,0.254511159,0.788115272,0.570320951,0.758026411,0.475987854,0.617320833,0.662983043,0.806275811,0.590471501,0.85119427,0.660361561,0.861616429,0.557930735,0.435689664,0.62403923,0.587655012,0.383450285,1
0.62949044,0.095776685,0.360600685,0.392600953,0.409200411,0.358533527,0.471424653,0.388297009,0.352375571,0.17433335,0.595687907,0.699431216,0.433841492,0.416403394,0.483758962,0.411758341,0.671587333,0.440211184,0.584026147,0.485332281,0.734572115,0.435295018,0.504422352,0.423961396,0.449465363,0.283792728,1
0.418193663,0.710896748,0.249186683,0.374720932,0.336231864,0.168155712,0.75119133,0.270817704,0.687702998,0.376353043,0.652604862,0.722916393,0.602437624,0.512634406,0.538251901,0.619294475,0.688935323,0.665862864,0.560982129,0.690607155,0.601077224,0.673888818,0.347895728,0.548137677,0.375229052,0.314994609,1
0.222751548,0.400508767,0.393892511,0.752598278,0.598310957,0.050831233,0.798285336,0.371549336,0.660653347,0.360321249,0.944486906,0.665621855,0.531856633,0.694379138,0.582694361,0.304015505,0.679476542,0.338505596,0.490175704,0.756767747,0.289948015,0.119054,0.39994284,0.41782744,0.25564243,0.031952116,1
0.295601096,0.199432199,0.203167809,0.166158514,0.253633878,0.197424638,0.598356002,0.870487546,0.074045073,0.482494591,0.223941086,0.517939282,0.895519717,0.184838712,0.759826403,0.287813071,0.69615789,0.706214481,0.466146299,0.815552136,0.905549978,0.676707121,0.450177305,0.465991762,0.538467338,0.1860845,1
0.723312523,0.096307425,1,0.786455093,0.936112765,1,0.544936794,0.022753826,0.963633011,0.205403382,0.488804001,0.841319896,0.56686969,0.603173927,0.376949675,0.650703954,0.683461359,0.553765552,0.740611192,0.788375517,0.591170211,0.859223551,0.388500224,0.558955265,0.36504811,0.379797651,1
0.536408448,0.063445256,0.254471852,0.472884362,0.352371156,0.189815365,0.453511294,0.635032409,0.578298438,0.191022404,0.652119273,0.634856603,0.56999267,0.41851157,0.590927301,0.387414587,0.630394774,0.377233039,0.499464687,0.566351845,0.736557879,0.568006725,0.48141445,0.55946151,0.42547285,0.330867163,1
0.199098987,0.024092961,0.124651927,0.476805898,0.201920474,0.031902698,0.361776356,0.765597961,0.82439758,0.349119746,0.715039294,0.875424603,0.63826364,0.478633884,0.58302419,0.608681503,0.652547781,0.54961147,0.494460275,0.567109163,0.611444349,0.401940236,0.302725343,0.381269292,0.237501829,0.160348472,1
0.331055791,0.12324477,0.429904473,0.691221152,0.607777988,0.277400409,0.516902949,0.367467926,0.657725709,0.132702987,0.443809346,0.650631902,0.316133158,0.277372346,0.421868611,0.581942399,0.422459964,0.28052655,0.379976072,0.335338637,0.579885021,0.075930094,0.143221474,0.198773584,0.173394411,0.161309841,1
0.41449784,0.570073727,0.285345986,0.542183377,0.375230078,0.16268807,0.934784028,0.607240907,0.568427565,0.258903958,0.548836439,0.501921998,0.452907423,0.346952573,0.468113343,0.487040329,0.611159105,0.551872522,0.660262085,0.735260543,0.763949412,0.488341513,0.383981171,0.446854255,0.292144865,0.271348819,1
0.94854032,0.014673785,0.44634026,0.579851447,0.585541631,0.464327822,0.323910143,0.460015655,0.430332301,0.381141909,0.478326738,0.686297009,0.401166313,0.475364802,0.260222948,0.738997798,0.247285636,0.870024014,0.237053328,0.644597802,0.788570275,0.307647033,0.596560519,0.328618674,0.590298751,0.134081719,1
0.57711395,0.487651451,0.310337065,0.462890726,0.382551971,0.259494015,0.880287069,0.566920617,0.371762938,0.268750706,0.377512459,0.644329041,0.414655495,0.445068166,0.273603005,0.550581507,0.546516769,0.548493433,0.239696307,0.461393891,0.511826066,0.436527821,0.128638552,0.455335038,0.192063141,0.140281031,1
0.55268751,0.167103904,0.567639878,0.603043099,0.606891511,0.526645972,0.656663561,0.28169257,0.460980264,0.190996339,0.451432591,0.554967202,0.495953753,0.414244596,0.443528471,0.391483874,0.533962279,0.455572752,0.662768132,0.718746769,0.817119766,0.482788464,0.39218134,0.454691363,0.341402482,0.339422576,1
0.564024119,0.271179887,0.346784794,0.628743197,0.458369424,0.238769971,0.741655352,0.552757699,0.553802374,0.221620982,0.626204603,0.492810009,0.518556253,0.407632491,0.361110234,0.427510597,0.691592111,0.459561975,0.366924397,0.637855712,0.614072085,0.623926575,0.337660742,0.420200238,0.397153237,0.259001558,1
0.462570866,0.162108995,0.372417212,0.627283797,0.492055543,0.239175582,0.57351335,0.441037388,0.493639256,0.25405306,0.799687076,0.736417667,0.507542858,0.497250366,0.825984387,0.514739758,0.858262825,0.562727655,0.64819061,0.780190638,0.830748789,0.522878289,0.47472969,0.585716757,0.394671633,0.482828773,1
0.498695787,0.057690467,0.856317026,0.976802891,1,0.876272269,0.566672909,0.273621414,0.910726775,0.016497994,0.331413224,0.710929177,0.465431119,0,0.804491374,0.394476428,0,0.199269036,0.985367893,0,0.308184608,0.425509285,0.455245973,0,0.182666899,1,1
0.642873201,0.07274453,0.43277159,0.868999141,0.71611087,0.209419922,0.395184344,0.450352621,0.80985395,0.118567193,0.628956414,0.657499966,0.660944727,0.491127597,0.531589881,0.411459568,0.65755714,0.562140679,0.745817806,0.622892464,0.606031555,0.664007853,0.683165626,0.629597041,0.520336354,0.411242034,1
0.459090339,0.054705421,0.430514589,0.728458038,0.60312906,0.292305279,0.507273223,0.421071224,0.670064364,0.261199982,0.798284642,0.637178886,0.524694814,0.38734835,0.472958506,0.533080568,0.670610575,0.632165485,0.653169068,0.655818675,0.725203423,0.672996154,0.555889603,0.466960684,0.34543523,0.303011581,1
0.551249871,0.108287243,0.406732485,0.621102328,0.534944781,0.335970711,0.472645813,0.381521655,0.706197894,0.216021297,0.392440133,0.522675686,0.561041218,0.400891658,0.247201947,0.261839419,0.68999995,0.421686756,0.738883792,0.535144604,0.654100809,0.589586698,0.284926656,0.33811503,0.449422583,0.102376534,1
0.417523818,0.202672799,0.292575182,0.41343851,0.373998484,0.252339027,0.5290979,0.430743198,0.502276487,0.101441314,0.186247673,0.411899636,0.317702598,0.395284185,0.410393586,0.303404238,0.496809455,0.102336142,0.291313879,0.211384205,0.613103444,0.286411132,0.516613787,0.478018186,0.481261832,0.329573014,1
0.511039174,0.047666431,0.391301204,0.761649048,0.591368016,0.205953295,0.471456972,0.495994529,0.771227342,0.231908794,0.678569451,0.666868264,0.504177171,0.384138274,0.585845752,0.351494691,0.511768673,0.31232124,0.345194186,0.418971295,0.459044108,0.275913596,0.236374615,0.373759141,0.20196439,0.199752759,1
0.357796208,0.423742134,0.437947997,0.586461069,0.519617529,0.331828065,0.764822576,0.32069293,0.429233215,0.26195649,0.365868976,0.343747893,0.292825374,0.237483516,0.407894878,0.255584278,0.458741943,0.410841709,0.241948241,0.486863914,0.469801657,0.336839312,0.301012815,0.424098232,0.429992149,0.328007121,1
0.261121233,0.083469258,0.239891495,0.600640518,0.394793471,0.11553438,0.315601089,0.548232376,0.938487921,0.299347274,0.652043558,0.76597326,0.623872913,0.444941846,0.682371812,0.374126357,0.601271822,0.512044164,0.73807011,0.775775033,0.974007285,0.624854875,0.588667534,0.555154766,0.416011369,0.199915241,1
0.409850978,0.375505086,0.365952418,0.453420591,0.426165277,0.319254109,0.775126771,0.429641087,0.232641897,0.202444478,0.292161486,0.690747021,0.423485285,0.387612464,0.464373473,0.562857778,0.487506622,0.393877378,0.331530973,0.795656045,0.399337145,0.538050205,0.299465837,0.733079488,0.305575972,0.46229178,1
0.424045538,0.34530995,0.439687879,0.700341263,0.58635367,0.29936292,0.753524175,0.395238925,0.540162585,0.168013296,0.527531177,0.559679743,0.388655801,0.294908611,0.487723284,0.47113568,0.536121568,0.390379084,0.508365211,0.577735153,0.547996812,0.452958595,0.43395898,0.582352766,0.393150002,0.270524918,1
0.324061487,0.227878407,0.310462832,0.341188755,0.373084939,0.311590755,0.665887399,0.638933559,0.363947288,0.652667312,0.226747972,0.706750584,0.455537447,0.152645725,0.468761354,0.358059589,0.489824952,0.345268077,0.25969157,0.451363714,0.590704506,0.308572264,0.533506453,0.421704847,0.417789312,0.09379092,1
0.32550119,0.336400837,0.447925097,0.600094392,0.542733597,0.331779392,0.791190109,0.324094839,0.364969425,0.148988344,0.167085553,0.206264743,0.345611174,0.207348894,0.276287582,0.507812407,0.226341096,0.332247946,0.05150761,0.566479523,0.619416562,0.371358529,0.58441036,0.714135605,0.252589234,0.227975279,1
0.583900672,0.628184063,0.088943652,0.075673307,0.131239173,0.132413226,0.694615466,0.813916289,0.465582556,0.260194732,0.799342329,0.36254246,0.567029832,0.202805146,0.124846656,0.521093362,0.64578866,0.170298552,0.61123322,0.615754192,0.766776251,0.482195146,0.308463555,0.411575021,0.356539944,0.127589356,1
0.708157637,0.044695634,0.494131388,0.737692073,0.65115445,0.385866334,0.515214811,0.403738472,0.624554081,0.236991451,0.517846905,0.606506377,0.5241128,0.461461275,0.549945227,0.47300546,0.72817985,0.537501777,0.628693704,0.691536618,0.761302955,0.499581452,0.351571461,0.497245174,0.33015766,0.361818994,1
0.544187659,0.134984907,0.514657482,0.907910548,0.794946405,0.323310224,0.602345318,0.436745918,0.950732373,0.085572514,0.549332188,0.723919113,0.712204514,0.346628866,0.685786026,0.860459111,0.455372946,0.468630875,0.948266422,0.555440157,0.824234407,0.66684747,0.472390971,0.501771501,0.218804162,0.541362811,1
0.280846976,0.384919044,0.143718514,0.036218871,0.180726234,0.197435454,0.691304864,1,0.073147241,0.230358279,0.728452586,0.166465474,0.946696587,0.416575872,0.261884321,0.726371508,0.68261584,0.416032237,0.803686542,0.382637914,0.710545336,0.268022596,0.174536964,0.856188688,0.70377672,0.393768251,1
0.41385543,0.214343426,0.321824213,0.288711273,0.386375325,0.339507643,0.671605831,0.752059439,0.119464295,0.709745308,0.351251792,0.771832741,0.861875577,0.273669899,1,0,0.789957739,0.4577311,0.111608359,0.92165936,0.368582711,0.777302468,0.530928613,0.214679478,0.706601513,0.027412587,1
0.368594174,0.669917003,0.180318322,0.085162933,0.181998828,0.225368885,0.790058333,0.69841718,0.093746027,0.197093937,0.608554905,0.508525362,0.60653041,0.251780412,0.614134389,0.479499734,0.766228293,0.487845118,0.65382488,0.780348041,0.702931125,0.697919238,0.597118985,0.570976296,0.636525033,0.38012737,1
0,0.909017335,0.075875892,0.183632786,0.007768514,0.101251448,0.5546628,0.536718971,0.680300523,0.007017715,0.402650317,0.492487901,0.492073892,0.316485348,0.484861432,0.491854809,0.864562657,0.615206633,0.617227462,0.488247069,0.481350827,0.194456937,0.301738777,0.426044371,0.560228966,0.489325118,1
0.696755183,0.22381446,0.247961062,0.538170847,0.362697596,0.140833721,0.579271408,0.408427022,0.851325424,0.391078114,0.820711658,0.898114333,0.767039022,0.523096261,0.628312833,0.657666503,1,0.718381041,0.767627428,0.831718645,0.888278931,0.837198757,0.70939628,0.722836203,0.576950584,0.311237393,1
0.460091032,0.283599381,0.503801654,0.605891497,0.583619803,0.437141035,0.752455902,0.298847975,0.528917617,0.310492472,0.434731726,0.604985187,0.234763376,0.321186067,0.401215756,0.624477393,0.643422834,0.593440271,0.633026565,0.664718017,0.783330937,0.530701297,0.232380207,0.514278029,0.39435055,0.23966478,1
0.502561325,0.59244301,0.414558645,0.668729897,0.535242529,0.316982684,0.730556651,0.42647023,0.570741368,0.05303789,0.47614589,0.536904753,0.527779336,0.369279605,0.406473879,0.309393972,0.499074891,0.403934008,0.513329019,0.601748669,0.595994669,0.42796876,0.38748363,0.460750409,0.425849302,0.28519968,1
0.345360088,0.681550122,0.4649307,0.503460763,0.517019002,0.390165815,0.804980657,0.296448106,0.332937281,0.306329913,0.058989804,0.694742524,0.361632359,0.281477898,0.692997445,0.383102533,0.702470566,0.136445837,0.349376964,0.514385746,0.638921008,0.481561166,0.376709175,0.427086847,0.266626916,0.274518038,1
